,Id,OwnerUserId,CreationDate,ClosedDate,Score,Title,Tags
0,11350850,637858.0,2012-07-05T19:02:27Z,2012-07-06T04:04:55Z,0,How to quickly create complex web controls for web development?,jquery css spring java-ee
1,33482810,4495849.0,2015-11-02T16:53:15Z,,0,Hashed RowKeys Vs Monotonically Increasing RowKeys,hbase
2,8317890,118584.0,2011-11-29T21:20:29Z,,0,Fluent Nhibernate : One-To-Many trouble,database nhibernate orm fluent-nhibernate
3,14244150,704581.0,2013-01-09T18:39:00Z,,0,JMeter web login test returns 401 unauthorized,jmeter
4,17141070,2250263.0,2013-06-17T05:46:42Z,,1,Grails Data Migration Rollback,grails gorm grails-plugin grails-2.0 grails-domain-class
5,20699580,3076936.0,2013-12-20T08:48:51Z,,2,how do I properly call an exception in the lua interpreter,exception-handling lua
6,8354970,815179.0,2011-12-02T10:32:38Z,,0,Not loading images From Resource folder in iphone,iphone objective-c
7,25338980,552525.0,2014-08-16T09:52:08Z,,1,Limit cores for reducers library,clojure reducers
8,4962980,71904.0,2011-02-10T21:34:49Z,,1,"Prism v4, MEF WPF DataBinding",c# wpf data-binding prism mef
9,11632290,1487736.0,2012-07-24T13:48:18Z,,5,Using jni in Android: UNsatisfiedLinkError,android jni header-files unsatisfiedlinkerror
10,27101330,4197202.0,2014-11-24T09:17:19Z,,1,D3JS graphs and CSS for zoom in/out graph tiles on webpage,javascript html css d3.js
11,3972660,215733.0,2010-10-19T20:51:50Z,,1,Adding .NET into jQuery function,.net jquery
12,5809270,199712.0,2011-04-27T19:11:50Z,,4,Speedier alternative to SUBSTRING() in MySQL?,mysql
13,29465970,4741267.0,2015-04-06T05:46:04Z,,0,Implement this java-script in joomla 3 (Uncaught TypeError: undefined is not a function (anonymous function),javascript jquery joomla
14,26991290,1134071.0,2014-11-18T09:54:07Z,,0,"Clojure, Java interop: how to get File.separator?",java clojure interop
15,34792630,1068151.0,2016-01-14T14:57:28Z,,0,Autowire with Spring 4 and jersy,autowired
16,5962630,541917.0,2011-05-11T10:16:11Z,,0,using the update query with output clause in the dataadapter,c# sql .net
17,28370930,1081926.0,2015-02-06T17:01:38Z,,0,Filtering row with sub queries if column result is null,sql sql-server tsql
18,23649100,760807.0,2014-05-14T08:14:33Z,2014-05-14T08:25:21Z,0,Is the shared L2 cache in multicore processors multiported?,c multithreading x86 multicore
19,15604290,2205541.0,2013-03-24T21:34:54Z,,17,:: a -> (a -> b) -> b operator (Haskell),haskell
20,33895920,5463060.0,2015-11-24T14:15:05Z,,-2,String combination function doesn't work as expected,java string
21,31519880,982639.0,2015-07-20T15:02:27Z,,0,Windows-compatible filesystems' file time resolutions,.net windows winapi visual-c++ filesystems
22,35681970,5993181.0,2016-02-28T11:34:53Z,,0,"Text font decreases on landscape view using android:freezesText=""true""",android android-layout
23,7343670,934129.0,2011-09-08T05:55:13Z,,0,Disable ScollViewer scrolling programmatically,windows-phone-7
24,34274140,5427905.0,2015-12-14T18:32:56Z,,3,How to request Read Receipts for emails sent using SQLCLR Stored Procedure,.net sql-server email sqlclr
25,29205180,4511620.0,2015-03-23T07:36:19Z,,2,Resizing the window according to a variable swift,osx cocoa swift resize window
26,21472960,2842382.0,2014-01-31T05:21:51Z,,8,iOS 7: UITabBarItem badge z-index,ios objective-c uitabbar badge
27,11018250,1454038.0,2012-06-13T15:27:09Z,,0,Files hosted on HTTP server will not download correctly to android,php android http xhtml
28,34029190,4759547.0,2015-12-01T20:08:27Z,,0,"C++ Member ""Smash::smash"" is not a type name.",c++ object constructor reference
29,31623280,5134383.0,2015-07-25T05:27:35Z,,0,Charging Indicator for Battery (Battery Monitor),indicator batterylevel
30,8545230,586012.0,2011-12-17T13:58:04Z,,0,Prevent clone floating back when swapping items with jQuery UI,jquery jquery-ui jquery-ui-draggable jquery-ui-droppable
31,36580140,2852163.0,2016-04-12T17:25:42Z,,0,Is it possible to call didSelectAnnotationView faster?,ios objective-c mkmapview
32,28532490,4398550.0,2015-02-15T23:29:09Z,,2,Using a metronome in a recursive function in clojure/overtone,recursion clojure overtone
33,14070750,557906.0,2012-12-28T14:09:52Z,,1,CData not being parsed with NSXmlparser,ios ipad xml-parsing nsxmlparser cdata
34,39915950,6419745.0,2016-10-07T11:19:14Z,,-1,How to save JSpinner values in variables as a permanent unchangeable value?,java
35,21896360,2741060.0,2014-02-20T01:39:44Z,,0,Advanced Custom Fields - Fancybox Slideshow on Clicking a Thumbnail,wordpress advanced-custom-fields
36,3707000,105040.0,2010-09-14T07:54:32Z,,10,Python complex event processing,python complex-event-processing
37,21921400,2821061.0,2014-02-20T22:49:45Z,,-1,Show MAX value with a join,mysql sql join max
38,30165420,500889.0,2015-05-11T10:31:45Z,,0,Is there a way to increment the max number of indexes for appengine app?,google-app-engine
39,18760530,2772011.0,2013-09-12T09:31:27Z,,-1,Error uploading images in php,php mysql image-upload
40,522280,2596.0,2009-02-06T21:36:44Z,,19,How can I set the value of auto property backing fields in a struct constructor?,c# constructor struct backing-field
41,24238410,2952191.0,2014-06-16T07:18:37Z,,1,Resolve/Replace Variables in text-file,variables resolve
42,35075280,4002530.0,2016-01-29T01:18:29Z,,4,r - data.table different behaviour with keys after merge and X[Y] joins,r data.table
43,15360760,1204887.0,2013-03-12T12:06:31Z,,0,How to upload a file using Ajax request in rails 2.3,ajax ruby-on-rails-2 jquery-1.4
44,37187320,2462734.0,2016-05-12T12:45:46Z,,0,Can I use automatic google export of Google Analytics Premium data to more than 1 BigQuery projects?,google-analytics google-bigquery
45,35527180,5862003.0,2016-02-20T18:19:00Z,,0,Touch event (strings in the guitar),android eclipse android-studio multi-touch
46,38437940,5744084.0,2016-07-18T13:25:55Z,,0,RandomForest image classification invalid times argument error,r
47,19065170,2381006.0,2013-09-28T08:56:35Z,,1,unable to upload file to azure blob using jclouds APIs,java azure-storage-blobs jclouds
48,9104670,1077912.0,2012-02-01T23:00:14Z,,0,Thoughts and suggestions on my php SortFilesByDate function,php file function sorting date
49,3871430,191693.0,2010-10-06T10:11:35Z,,35,How to upload files to Amazon S3 (official SDK) that are larger than 5 MB (approx)?,.net amazon-s3
50,15500270,165071.0,2013-03-19T13:01:17Z,,0,String matching in insert trigger - how to use in conditionals to return NULL?,postgresql triggers plpgsql string-matching postgresql-8.4
51,1288280,125857.0,2009-08-17T14:32:09Z,,0,Java update on windows xp problem,java
52,5933060,744577.0,2011-05-09T05:56:28Z,,2,How to generate int/long sequence identifier without using databases?,c# generator sequence
53,12498060,996809.0,2012-09-19T15:37:12Z,,1,ExtJs - How to style textarea text?,css extjs styles extjs4.1
54,19651370,2404193.0,2013-10-29T06:39:36Z,,0,Blocking a row to enter a table when it satisfies a condition using triggers,sql plsql
55,26492440,1906344.0,2014-10-21T17:14:00Z,,0,Mysql has gone away .. but really did not,mysql
56,28049290,1829288.0,2015-01-20T15:36:05Z,,0,pytest object equality with __eq__ overriden,python py.test
57,27784220,4382639.0,2015-01-05T16:55:43Z,,1,Lua running objects concurrently using thread,multithreading object concurrency lua
58,36831470,6240139.0,2016-04-25T03:14:43Z,,0,How to make broadcast receiver to listen event for particular app in android?,android
59,17692540,2553641.0,2013-07-17T06:22:19Z,,0,Finding database path is impossible,android
60,30499240,524861.0,2015-05-28T06:55:18Z,,0,Dynamic lambda expression with Entity Framework,c# entity-framework lambda
61,23788020,1932961.0,2014-05-21T15:45:48Z,,-1,Asterisk 1.8 BLF Subscription for External Program,sip asterisk asteriskami
62,31790390,1827400.0,2015-08-03T14:49:49Z,,0,Directives in AngularJS,angularjs angularjs-directive
63,16769990,,2013-05-27T09:19:26Z,,0,jQuery Draggable not working on 1.9 version,jquery
64,32903760,5371841.0,2015-10-02T08:58:30Z,,-1,Random positioning of pawns on chessboard,python random distribution
65,16993990,521706.0,2013-06-07T22:41:40Z,,1,"res.render('index.html', {layout : null}) generating error",node.js
66,33127800,145425.0,2015-10-14T14:15:44Z,,1,Adding custom/user-defined metadata to images/photos?,metadata photo exif xmp user-defined
67,29246300,3702303.0,2015-03-25T02:11:57Z,,2,Matching all pairs of 2 vectors to third column,r
68,33130900,4054595.0,2015-10-14T16:34:32Z,,0,Powerpoint with Apache POI custom XML,java apache-poi powerpoint docx4j
